time, Acc_x,Acc_y,Acc_z,Acc, Pressure, Temprature, Voltage, Gyro_x, Gyro_y, Gyro_z, Gyro, Mag_x, Mag_y, Mag_z,Mag
0.00634765625,0.58,0.23,-0.39,0.74,14.11,27.73,4.08,-1.00,6.34,2.37,6.84,-0.27,0.26,-0.19,0.42
0.00683593750,0.67,0.09,-0.17,0.69,14.09,27.85,4.08,-0.93,6.68,2.43,7.17,-0.27,0.26,-0.19,0.42
0.00732421875,0.75,0.06,-0.27,0.80,14.03,27.70,4.08,-0.93,6.82,2.50,7.33,-0.27,0.26,-0.19,0.42
0.00781250000,0.72,0.06,-0.19,0.75,14.14,27.70,4.08,-1.00,6.96,2.43,7.44,-0.27,0.26,-0.19,0.42
0.00830078125,0.69,0.09,-0.17,0.72,14.11,27.35,4.08,-1.07,7.03,2.30,7.47,-0.27,0.26,-0.19,0.42
0.00878906250,0.75,-0.03,-0.06,0.76,14.09,27.53,4.08,-1.21,7.03,2.09,7.43,-0.27,0.26,-0.19,0.42
0.00927734375,0.69,0.15,-0.14,0.72,14.09,27.50,4.08,-1.35,7.03,2.02,7.44,-0.27,0.26,-0.19,0.42
0.00976562500,0.75,0.20,-0.22,0.81,14.11,27.76,4.08,-1.35,7.03,1.95,7.42,-0.27,0.26,-0.19,0.42
0.01025390625,0.64,0.29,-0.34,0.78,14.06,27.29,4.08,-1.42,7.03,2.02,7.45,-0.27,0.26,-0.19,0.42
0.01074218750,0.67,0.12,-0.32,0.75,14.09,27.82,4.08,-1.35,7.17,2.09,7.59,-0.27,0.26,-0.19,0.42
0.01123046875,0.61,0.12,-0.32,0.70,14.09,27.76,4.08,-1.28,7.38,2.16,7.79,-0.27,0.26,-0.19,0.42
0.01171875000,0.67,0.06,-0.14,0.68,14.09,27.58,4.08,-1.28,7.52,2.23,7.95,-0.27,0.26,-0.19,0.42
0.01220703125,0.78,0.12,-0.29,0.84,14.14,27.50,4.08,-1.21,7.73,2.23,8.13,-0.27,0.26,-0.19,0.42
0.01269531250,0.81,0.12,-0.24,0.85,14.09,27.85,4.08,-1.21,7.87,2.23,8.26,-0.27,0.26,-0.19,0.42
0.01318359375,0.78,0.20,-0.39,0.90,14.09,27.64,4.08,-1.28,7.87,2.23,8.28,-0.27,0.26,-0.19,0.42
0.01367187500,0.69,0.15,-0.37,0.80,14.06,27.82,4.08,-1.28,7.87,2.16,8.26,-0.27,0.26,-0.19,0.42
0.01416015625,0.81,0.12,-0.14,0.83,14.14,27.67,4.08,-1.21,7.87,2.02,8.21,-0.27,0.26,-0.19,0.42
0.01464843750,0.81,0.17,-0.27,0.87,14.09,27.94,4.08,-1.14,7.94,1.95,8.25,-0.27,0.26,-0.19,0.42
0.01513671875,0.61,0.20,-0.37,0.74,14.14,27.73,4.08,-1.07,8.01,1.88,8.29,-0.27,0.26,-0.19,0.42
0.01562500000,0.67,0.23,-0.32,0.77,14.09,27.55,4.08,-1.07,8.08,1.95,8.38,-0.27,0.26,-0.19,0.42
0.01611328125,0.81,0.15,-0.27,0.86,14.09,27.58,4.08,-1.07,8.14,1.95,8.44,-0.27,0.26,-0.19,0.42
0.01660156250,0.75,0.15,-0.29,0.82,14.06,27.64,4.08,-1.07,8.28,2.09,8.61,-0.27,0.26,-0.19,0.42
0.01708984375,0.72,0.00,-0.17,0.74,14.14,27.47,4.08,-0.86,8.42,2.09,8.72,-0.27,0.26,-0.19,0.42
0.01757812500,0.64,0.06,-0.19,0.67,14.17,27.61,4.08,-0.80,8.56,2.16,8.87,-0.27,0.26,-0.19,0.42
0.01806640625,0.72,0.12,-0.47,0.87,14.09,27.53,4.08,-0.80,8.70,2.23,9.02,-0.27,0.26,-0.19,0.42
0.01855468750,0.72,0.06,-0.47,0.86,14.14,27.96,4.08,-0.73,8.98,2.23,9.28,-0.27,0.26,-0.19,0.42
0.01904296875,0.90,-0.03,-0.24,0.93,14.11,27.64,4.08,-0.73,9.12,2.30,9.43,-0.27,0.26,-0.19,0.42
0.01953125000,0.67,0.12,-0.22,0.71,14.11,27.99,4.08,-0.80,9.26,2.23,9.55,-0.27,0.26,-0.19,0.42
0.02001953125,0.72,0.06,-0.32,0.79,14.14,27.79,4.08,-0.73,9.26,2.02,9.50,-0.27,0.26,-0.19,0.42
0.02050781250,0.72,0.12,-0.17,0.75,14.01,27.96,4.08,-0.66,9.33,1.88,9.54,-0.27,0.26,-0.19,0.42
0.02099609375,0.69,0.09,-0.14,0.71,14.11,27.61,4.08,-0.59,9.40,1.81,9.59,-0.27,0.26,-0.19,0.42
0.02148437500,0.81,0.23,-0.09,0.85,14.14,27.88,4.08,-0.45,9.54,1.81,9.72,-0.27,0.26,-0.19,0.42
0.02197265625,0.78,0.17,-0.22,0.83,14.11,27.91,4.08,-0.38,9.68,1.95,9.88,-0.27,0.26,-0.19,0.42
0.02246093750,0.58,0.15,-0.22,0.64,14.22,27.53,4.08,-0.38,9.81,1.95,10.01,-0.27,0.26,-0.19,0.42
0.02294921875,0.64,0.03,-0.09,0.64,14.06,27.96,4.08,-0.31,9.88,2.02,10.09,-0.27,0.26,-0.19,0.42
0.02343750000,0.72,0.06,-0.22,0.76,14.09,27.73,4.08,-0.31,9.88,2.16,10.12,-0.27,0.26,-0.19,0.42
0.02392578125,0.72,0.15,-0.11,0.75,14.11,27.85,4.08,-0.24,9.88,2.23,10.13,-0.27,0.26,-0.19,0.42
0.02441406250,0.84,0.09,-0.17,0.86,14.11,27.70,4.08,-0.31,9.81,2.30,10.08,-0.27,0.26,-0.19,0.42
0.02490234375,0.75,0.06,-0.29,0.81,14.11,27.53,4.08,-0.24,9.74,2.30,10.01,-0.27,0.26,-0.19,0.42
0.02539062500,0.69,0.23,-0.19,0.76,14.09,27.99,4.08,-0.24,9.68,2.23,9.93,-0.27,0.26,-0.19,0.42
0.02587890625,0.55,0.17,-0.34,0.67,14.11,27.70,4.08,-0.24,9.61,2.02,9.82,-0.27,0.26,-0.19,0.42
0.02636718750,0.75,0.12,-0.57,0.95,14.11,28.08,4.08,-0.24,9.61,1.95,9.80,-0.27,0.26,-0.19,0.42
0.02685546875,0.81,0.06,-0.44,0.92,14.14,27.64,4.08,-0.17,9.61,1.88,9.79,-0.27,0.26,-0.19,0.42
0.02734375000,0.55,0.12,-0.42,0.70,14.03,27.73,4.08,-0.17,9.47,1.88,9.65,-0.27,0.26,-0.19,0.42
0.02783203125,0.55,0.12,-0.22,0.60,14.09,27.58,4.08,-0.10,9.26,1.88,9.45,-0.27,0.26,-0.19,0.42
0.02832031250,0.75,0.09,-0.29,0.81,14.11,27.55,4.08,-0.10,9.12,1.95,9.32,-0.27,0.26,-0.19,0.42
0.02880859375,0.81,0.09,-0.32,0.87,14.11,27.76,4.08,-0.03,9.05,2.02,9.27,-0.27,0.26,-0.19,0.42
0.02929687500,0.67,0.17,-0.24,0.73,14.17,27.53,4.08,0.04,8.98,2.09,9.22,-0.27,0.26,-0.19,0.42
0.02978515625,0.69,0.17,-0.27,0.76,14.06,27.50,4.08,0.18,8.98,2.16,9.24,-0.27,0.26,-0.19,0.42
0.03027343750,0.75,0.06,-0.32,0.82,14.09,27.73,4.08,0.11,8.91,2.09,9.15,-0.27,0.26,-0.19,0.42
0.03076171875,0.75,0.15,-0.22,0.80,14.14,27.79,4.08,-0.03,8.84,2.09,9.08,-0.27,0.26,-0.19,0.42
0.03125000000,0.78,0.12,-0.32,0.85,14.06,27.70,4.08,-0.10,8.77,2.09,9.02,-0.27,0.26,-0.19,0.42
0.03173828125,0.75,0.00,-0.29,0.81,14.09,27.32,4.08,-0.17,8.56,2.02,8.80,-0.27,0.26,-0.19,0.42
0.03222656250,0.69,0.09,-0.29,0.76,14.09,27.99,4.08,-0.24,8.35,1.95,8.58,-0.27,0.26,-0.19,0.42
0.03271484375,0.67,0.09,-0.29,0.73,14.03,28.20,4.08,-0.24,8.01,1.81,8.21,-0.27,0.26,-0.19,0.42
0.03320312500,0.72,0.12,-0.19,0.76,14.19,28.05,4.08,-0.17,7.80,1.81,8.01,-0.27,0.26,-0.19,0.42
0.03369140625,0.72,0.00,-0.22,0.75,14.14,27.73,4.08,-0.10,7.66,1.88,7.89,-0.27,0.26,-0.19,0.42
0.03417968750,0.72,0.15,-0.34,0.81,14.09,27.70,4.08,-0.10,7.38,2.02,7.65,-0.27,0.26,-0.19,0.42
0.03466796875,0.58,0.09,-0.39,0.71,14.11,27.55,4.08,-0.10,7.10,2.16,7.42,-0.27,0.26,-0.19,0.42
0.03515625000,0.67,0.32,-0.24,0.78,14.11,27.73,4.08,-0.17,6.75,2.37,7.16,-0.27,0.26,-0.19,0.42
0.03564453125,0.67,-0.03,-0.32,0.74,14.14,27.70,4.08,-0.24,6.41,2.43,6.86,-0.27,0.26,-0.19,0.42
0.03613281250,0.72,-0.03,-0.24,0.76,14.09,27.88,4.08,-0.38,6.20,2.43,6.67,-0.27,0.26,-0.20,0.43
0.03662109375,0.72,0.20,-0.29,0.81,14.06,27.61,4.08,-0.38,6.13,2.43,6.60,-0.27,0.26,-0.20,0.43
0.03710937500,0.64,0.09,-0.27,0.70,14.09,27.61,4.08,-0.31,6.06,2.43,6.54,-0.28,0.26,-0.20,0.43
0.03759765625,0.67,0.12,-0.17,0.70,14.11,27.79,4.08,-0.24,5.85,2.37,6.31,-0.28,0.26,-0.20,0.43
0.03808593750,0.64,0.12,-0.22,0.68,14.11,27.88,4.08,-0.17,5.64,2.30,6.09,-0.28,0.26,-0.20,0.43
0.03857421875,0.75,0.15,-0.37,0.85,14.11,27.88,4.08,-0.17,5.29,2.16,5.72,-0.28,0.26,-0.20,0.43
0.03906250000,0.69,0.15,-0.27,0.76,14.17,27.67,4.08,-0.24,4.94,2.02,5.35,-0.28,0.26,-0.20,0.43
0.03955078125,0.78,0.12,-0.24,0.83,14.09,27.99,4.08,-0.31,4.74,1.95,5.13,-0.28,0.26,-0.20,0.43
0.04003906250,0.72,0.12,-0.29,0.79,14.14,27.79,4.08,-0.31,4.60,2.02,5.03,-0.28,0.26,-0.20,0.43
0.04052734375,0.52,0.17,-0.44,0.71,14.09,27.70,4.08,-0.17,4.32,2.16,4.83,-0.28,0.26,-0.20,0.43
0.04101562500,0.61,0.17,-0.42,0.76,14.09,27.91,4.08,-0.10,4.04,2.23,4.61,-0.28,0.26,-0.20,0.43
0.04150390625,0.69,0.12,-0.42,0.82,14.11,27.79,4.08,-0.03,3.76,2.43,4.48,-0.28,0.26,-0.20,0.43
0.04199218750,0.75,0.06,-0.29,0.81,14.03,27.44,4.08,-0.10,3.48,2.43,4.25,-0.28,0.26,-0.20,0.43
0.04248046875,0.78,0.00,-0.37,0.86,14.09,27.67,4.08,-0.17,3.28,2.37,4.04,-0.28,0.26,-0.20,0.43
0.04296875000,0.78,0.06,-0.19,0.81,14.06,27.82,4.08,-0.17,3.07,2.23,3.79,-0.28,0.26,-0.20,0.43
0.04345703125,0.67,0.20,-0.24,0.74,14.14,27.82,4.08,-0.17,2.93,2.02,3.56,-0.28,0.26,-0.20,0.43
0.04394531250,0.61,0.15,-0.27,0.68,14.06,27.55,4.08,-0.24,2.72,1.95,3.35,-0.28,0.26,-0.20,0.43
0.04443359375,0.58,0.20,-0.54,0.82,14.11,28.29,4.08,-0.38,2.37,1.95,3.09,-0.28,0.26,-0.20,0.43
0.04492187500,0.67,0.20,-0.49,0.85,14.06,27.73,4.08,-0.45,2.23,1.95,3.00,-0.28,0.26,-0.20,0.43
0.04541015625,0.69,0.17,-0.29,0.77,14.11,27.61,4.08,-0.45,2.02,1.88,2.80,-0.28,0.26,-0.20,0.43
0.04589843750,0.75,0.12,-0.39,0.86,14.06,27.94,4.08,-0.38,1.88,2.02,2.79,-0.28,0.26,-0.20,0.43
0.04638671875,0.72,0.12,-0.17,0.75,14.11,27.70,4.08,-0.31,1.74,2.16,2.79,-0.28,0.26,-0.20,0.43
0.04687500000,0.75,0.17,-0.19,0.80,14.11,27.29,4.08,-0.24,1.61,2.30,2.81,-0.28,0.26,-0.20,0.43
0.04736328125,0.64,0.09,-0.34,0.73,14.14,27.58,4.08,-0.17,1.47,2.43,2.85,-0.28,0.26,-0.20,0.43
0.04785156250,0.72,0.03,-0.14,0.74,14.11,27.91,4.08,-0.03,1.26,2.50,2.80,-0.28,0.26,-0.20,0.43
0.04833984375,0.78,0.03,-0.22,0.81,14.11,27.67,4.08,0.04,1.12,2.50,2.74,-0.28,0.26,-0.20,0.43
0.04882812500,0.64,0.12,-0.37,0.74,14.06,27.73,4.08,0.04,0.91,2.50,2.66,-0.28,0.26,-0.20,0.43
0.04931640625,0.64,0.03,-0.44,0.78,14.06,27.70,4.08,0.04,0.70,2.37,2.47,-0.28,0.26,-0.20,0.43
0.04980468750,0.78,0.12,-0.34,0.86,14.17,27.47,4.08,-0.03,0.70,2.30,2.40,-0.28,0.26,-0.20,0.43
0.05029296875,0.78,0.12,-0.47,0.92,14.14,27.41,4.08,-0.10,0.63,2.09,2.18,-0.28,0.26,-0.20,0.43
0.05078125000,0.72,0.17,-0.29,0.80,14.09,27.64,4.08,-0.17,0.63,2.02,2.12,-0.28,0.26,-0.20,0.43
0.05126953125,0.61,0.17,-0.27,0.69,14.06,27.79,4.08,-0.17,0.63,1.95,2.05,-0.28,0.26,-0.20,0.43
0.05175781250,0.64,0.17,-0.19,0.69,14.14,27.58,4.08,-0.24,0.63,1.95,2.06,-0.28,0.26,-0.20,0.43
0.05224609375,0.64,0.17,-0.19,0.69,14.17,27.53,4.08,-0.45,0.70,1.88,2.05,-0.28,0.26,-0.20,0.43
0.05273437500,0.64,0.20,-0.37,0.76,14.11,27.67,4.08,-0.66,0.70,1.88,2.11,-0.28,0.26,-0.20,0.43
0.05322265625,0.69,0.15,-0.29,0.77,14.14,28.08,4.08,-0.80,0.77,1.88,2.18,-0.28,0.26,-0.20,0.43
0.05371093750,0.64,0.23,-0.27,0.73,14.09,27.64,4.08,-0.93,0.84,1.95,2.32,-0.28,0.26,-0.20,0.43
0.05419921875,0.69,0.20,-0.29,0.78,14.09,27.55,4.08,-1.00,0.91,1.95,2.37,-0.28,0.26,-0.20,0.43
0.05468750000,0.69,0.17,-0.19,0.74,14.14,27.91,4.08,-1.07,0.98,1.81,2.32,-0.28,0.26,-0.20,0.43
0.05517578125,0.67,0.09,-0.22,0.71,14.11,27.47,4.08,-1.07,1.05,1.60,2.19,-0.28,0.26,-0.20,0.43
0.05566406250,0.61,0.15,-0.22,0.66,14.09,27.67,4.08,-1.14,1.19,1.39,2.16,-0.28,0.26,-0.20,0.43
0.05615234375,0.72,0.09,-0.47,0.87,14.06,27.82,4.08,-1.07,1.19,1.25,2.03,-0.28,0.26,-0.20,0.43
0.05664062500,0.84,0.15,-0.29,0.90,14.11,27.79,4.08,-1.07,1.19,1.25,2.03,-0.28,0.26,-0.20,0.43
0.05712890625,0.84,0.06,-0.09,0.85,14.09,27.67,4.08,-1.07,1.19,1.18,1.99,-0.28,0.26,-0.20,0.43
0.05761718750,0.72,0.15,-0.24,0.78,14.14,27.99,4.08,-1.14,1.26,1.18,2.07,-0.28,0.26,-0.20,0.43
0.05810546875,0.55,0.09,-0.42,0.70,14.03,27.55,4.08,-1.07,1.40,1.18,2.12,-0.28,0.26,-0.20,0.43
0.05859375000,0.58,0.12,-0.34,0.68,14.03,27.53,4.08,-1.00,1.47,1.32,2.21,-0.28,0.26,-0.20,0.43
0.05908203125,0.64,0.12,-0.24,0.69,14.09,27.73,4.08,-1.00,1.54,1.39,2.30,-0.28,0.26,-0.20,0.43
0.05957031250,0.64,0.12,-0.06,0.65,14.06,27.55,4.08,-1.14,1.61,1.46,2.45,-0.28,0.26,-0.20,0.43
0.06005859375,0.75,0.17,-0.22,0.80,14.06,27.55,4.08,-1.14,1.61,1.46,2.45,-0.28,0.26,-0.20,0.43
0.06054687500,0.67,0.20,-0.37,0.79,14.17,27.88,4.08,-1.21,1.61,1.39,2.45,-0.28,0.26,-0.20,0.43
0.06103515625,0.75,0.17,-0.22,0.80,14.06,27.82,4.08,-1.28,1.61,1.39,2.48,-0.28,0.26,-0.20,0.43
0.06152343750,0.72,0.15,-0.14,0.75,14.14,27.85,4.08,-1.28,1.68,1.25,2.45,-0.28,0.26,-0.20,0.43
0.06201171875,0.69,0.17,-0.24,0.76,14.14,28.05,4.08,-1.28,1.74,1.11,2.43,-0.28,0.26,-0.20,0.43
0.06250000000,0.67,0.15,-0.22,0.71,14.11,27.73,4.08,-1.28,1.88,0.97,2.48,-0.28,0.26,-0.20,0.43
0.06298828125,0.69,0.00,-0.19,0.72,14.14,27.85,4.08,-1.28,1.88,0.90,2.45,-0.28,0.26,-0.20,0.43
0.06347656250,0.61,0.15,-0.47,0.78,14.11,27.61,4.08,-1.07,1.95,0.97,2.43,-0.28,0.26,-0.20,0.43
0.06396484375,0.67,0.06,-0.24,0.71,14.19,27.58,4.08,-0.86,1.95,1.04,2.38,-0.28,0.26,-0.20,0.43
0.06445312500,0.69,0.09,-0.09,0.71,14.09,27.47,4.08,-0.73,2.09,1.11,2.48,-0.28,0.26,-0.20,0.43
0.06494140625,0.67,0.09,-0.42,0.79,14.11,27.79,4.08,-0.66,2.23,1.25,2.64,-0.28,0.26,-0.20,0.43
0.06542968750,0.78,0.09,-0.39,0.88,14.14,27.47,4.08,-0.66,2.30,1.32,2.73,-0.28,0.26,-0.20,0.43
0.06591796875,0.75,0.15,-0.19,0.79,14.11,27.53,4.08,-0.52,2.44,1.25,2.79,-0.28,0.26,-0.20,0.43
0.06640625000,0.78,0.12,-0.22,0.82,14.11,27.82,4.08,-0.38,2.51,1.18,2.80,-0.28,0.26,-0.20,0.43
0.06689453125,0.75,0.06,-0.04,0.76,14.09,28.11,4.08,-0.38,2.58,1.18,2.86,-0.28,0.26,-0.20,0.43
0.06738281250,0.67,0.12,-0.34,0.76,14.11,27.61,4.08,-0.31,2.65,1.04,2.86,-0.28,0.26,-0.20,0.43
0.06787109375,0.72,0.09,-0.17,0.75,14.09,27.35,4.08,-0.24,2.65,0.90,2.81,-0.28,0.26,-0.20,0.43
0.06835937500,0.72,0.12,-0.32,0.80,14.01,27.53,4.08,-0.10,2.79,0.83,2.91,-0.28,0.26,-0.20,0.43
0.06884765625,0.58,0.12,-0.60,0.84,14.11,27.67,4.08,0.04,3.00,0.83,3.11,-0.28,0.26,-0.20,0.43
0.06933593750,0.67,0.12,-0.54,0.87,14.11,27.82,4.08,0.18,3.14,0.83,3.25,-0.28,0.26,-0.20,0.43
0.06982421875,0.90,0.00,-0.24,0.93,14.17,27.53,4.08,0.25,3.34,0.77,3.44,-0.28,0.26,-0.20,0.43
0.07031250000,0.90,0.20,-0.32,0.97,14.06,27.82,4.08,0.18,3.48,0.83,3.59,-0.27,0.26,-0.19,0.42
0.07080078125,0.81,0.12,-0.22,0.85,14.11,27.44,4.08,0.18,3.69,0.77,3.78,-0.27,0.26,-0.19,0.42
0.07128906250,0.58,0.15,-0.24,0.64,14.14,27.88,4.08,0.18,3.90,0.83,3.99,-0.27,0.26,-0.19,0.42
0.07177734375,0.64,0.06,-0.22,0.67,14.06,27.94,4.08,0.32,4.04,0.77,4.12,-0.27,0.26,-0.19,0.42
0.07226562500,0.69,0.06,-0.42,0.81,14.14,27.35,4.08,0.39,4.11,0.77,4.20,-0.27,0.26,-0.19,0.42
0.07275390625,0.69,0.09,-0.32,0.77,14.11,27.73,4.08,0.46,4.18,0.70,4.26,-0.27,0.26,-0.19,0.42
0.07324218750,0.78,0.12,-0.44,0.91,14.11,27.70,4.08,0.53,4.25,0.56,4.32,-0.27,0.26,-0.19,0.42
0.07373046875,0.72,0.17,-0.49,0.89,14.11,27.67,4.08,0.53,4.39,0.42,4.44,-0.27,0.26,-0.19,0.42
0.07421875000,0.81,0.09,-0.27,0.86,14.09,27.64,4.08,0.53,4.60,0.28,4.64,-0.27,0.26,-0.19,0.42
0.07470703125,0.72,0.12,-0.34,0.81,14.09,27.73,4.08,0.60,4.88,0.21,4.92,-0.27,0.26,-0.19,0.42
0.07519531250,0.67,0.15,-0.22,0.71,14.14,27.82,4.08,0.60,5.08,0.21,5.12,-0.27,0.26,-0.19,0.42
0.07568359375,0.69,0.06,-0.34,0.78,14.11,27.44,4.08,0.67,5.29,0.28,5.34,-0.27,0.26,-0.19,0.42
0.07617187500,0.75,0.17,-0.24,0.81,14.06,27.79,4.08,0.67,5.57,0.28,5.62,-0.27,0.26,-0.19,0.42
0.07666015625,0.81,0.06,-0.24,0.85,14.11,27.76,4.08,0.60,5.78,0.35,5.82,-0.27,0.26,-0.19,0.42
0.07714843750,0.69,0.12,-0.19,0.73,14.09,27.53,4.08,0.60,5.85,0.35,5.89,-0.27,0.26,-0.19,0.42
0.07763671875,0.72,0.12,-0.27,0.78,14.11,27.82,4.08,0.67,5.85,0.28,5.89,-0.27,0.26,-0.19,0.42
0.07812500000,0.78,0.06,-0.32,0.84,14.06,28.05,4.08,0.67,5.92,0.21,5.96,-0.27,0.26,-0.19,0.42
0.07861328125,0.78,0.09,-0.32,0.85,14.17,27.76,4.08,0.67,5.99,0.07,6.03,-0.27,0.26,-0.19,0.42
0.07910156250,0.78,0.15,-0.24,0.83,14.06,27.76,4.08,0.74,6.13,0.00,6.17,-0.27,0.26,-0.19,0.42
0.07958984375,0.75,0.17,-0.24,0.81,14.14,27.88,4.08,0.74,6.27,-0.07,6.31,-0.27,0.26,-0.19,0.42
0.08007812500,0.64,0.29,-0.22,0.73,14.09,27.91,4.08,0.74,6.48,-0.14,6.52,-0.27,0.26,-0.19,0.42
0.08056640625,0.75,0.17,-0.14,0.78,14.06,27.96,4.08,0.67,6.61,-0.07,6.65,-0.27,0.26,-0.19,0.42
0.08105468750,0.87,0.12,-0.19,0.90,14.09,28.17,4.08,0.53,6.82,0.00,6.84,-0.27,0.26,-0.19,0.42
0.08154296875,0.81,0.06,-0.17,0.83,14.11,27.61,4.08,0.53,6.96,0.07,6.98,-0.27,0.26,-0.19,0.42
0.08203125000,0.67,0.15,-0.29,0.74,14.14,28.02,4.08,0.39,7.10,0.28,7.12,-0.27,0.26,-0.19,0.42
0.08251953125,0.69,0.12,-0.17,0.72,14.09,27.70,4.08,0.32,7.17,0.42,7.19,-0.27,0.26,-0.19,0.42
0.08300781250,0.61,-0.06,-0.32,0.69,14.09,27.88,4.08,0.25,7.24,0.42,7.26,-0.27,0.26,-0.19,0.42
0.08349609375,0.69,0.12,-0.22,0.74,14.17,27.67,4.08,0.18,7.38,0.35,7.39,-0.27,0.26,-0.19,0.42
0.08398437500,0.72,0.17,-0.22,0.77,14.09,28.02,4.08,0.18,7.52,0.28,7.53,-0.27,0.26,-0.19,0.42
0.08447265625,0.72,0.15,-0.09,0.74,14.14,27.64,4.08,0.18,7.66,0.14,7.66,-0.27,0.26,-0.19,0.42
0.08496093750,0.78,0.17,-0.19,0.82,14.09,27.76,4.08,0.18,7.80,0.00,7.80,-0.27,0.26,-0.19,0.42
0.08544921875,0.64,0.15,-0.11,0.66,14.09,27.91,4.08,0.18,7.94,-0.14,7.94,-0.27,0.26,-0.19,0.42
0.08593750000,0.72,-0.03,-0.27,0.77,14.09,27.58,4.08,0.18,8.08,-0.14,8.08,-0.27,0.26,-0.19,0.42
0.08642578125,0.78,0.00,-0.22,0.81,14.03,27.76,4.08,0.39,8.21,-0.07,8.22,-0.27,0.26,-0.19,0.42
0.08691406250,0.67,0.15,-0.37,0.77,14.09,27.73,4.08,0.53,8.28,0.07,8.30,-0.27,0.26,-0.19,0.42
0.08740234375,0.67,0.03,-0.24,0.71,14.11,27.76,4.08,0.60,8.35,0.21,8.38,-0.27,0.26,-0.19,0.42
0.08789062500,0.72,0.09,-0.34,0.80,14.06,27.88,4.08,0.53,8.28,0.42,8.31,-0.27,0.26,-0.19,0.42
0.08837890625,0.84,0.09,-0.17,0.86,14.11,27.85,4.08,0.39,8.28,0.63,8.32,-0.27,0.26,-0.19,0.42
0.08886718750,0.72,0.03,-0.14,0.74,14.11,27.82,4.08,0.32,8.28,0.70,8.32,-0.27,0.26,-0.19,0.42
0.08935546875,0.72,0.12,-0.32,0.80,14.11,27.61,4.08,0.39,8.35,0.63,8.39,-0.27,0.26,-0.19,0.42
0.08984375000,0.69,0.06,-0.32,0.77,14.06,27.70,4.08,0.53,8.35,0.56,8.39,-0.27,0.26,-0.19,0.42
0.09033203125,0.69,0.09,-0.37,0.79,14.11,27.73,4.08,0.60,8.35,0.42,8.39,-0.27,0.26,-0.19,0.42
0.09082031250,0.69,0.12,-0.17,0.72,14.14,27.38,4.08,0.60,8.28,0.35,8.31,-0.27,0.26,-0.19,0.42
0.09130859375,0.67,0.09,-0.19,0.70,14.14,27.82,4.08,0.67,8.28,0.28,8.32,-0.27,0.26,-0.19,0.42
0.09179687500,0.64,0.20,-0.34,0.75,14.11,27.67,4.08,0.74,8.42,0.14,8.46,-0.27,0.26,-0.19,0.42
0.09228515625,0.61,0.12,-0.49,0.79,14.11,27.70,4.08,0.80,8.56,0.07,8.60,-0.27,0.26,-0.19,0.42
0.09277343750,0.72,0.09,-0.32,0.79,14.09,27.61,4.08,0.80,8.84,0.21,8.88,-0.27,0.26,-0.19,0.42
0.09326171875,0.69,0.09,-0.27,0.75,14.11,27.61,4.08,0.74,9.05,0.21,9.08,-0.27,0.26,-0.19,0.42
0.09375000000,0.69,0.03,-0.27,0.74,14.11,27.76,4.08,0.60,9.19,0.35,9.21,-0.27,0.26,-0.19,0.42
0.09423828125,0.84,0.09,-0.37,0.92,14.09,27.96,4.08,0.67,9.26,0.49,9.29,-0.27,0.26,-0.19,0.42
